line_number,cleaned_line,char_length,word_count,sentiment,compound,dominant_topic,topic_keywords,topic_confidence,cluster
808,Somethings wrong.,17,2,negative,-0.4767,1,"end, good, old, days, tell, dont, look, beautiful, way, stop",0.6247370037226935,5
809,Theyre coming down!,19,3,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.3991910336874588,4
810,Theyre back!,12,2,neutral,0.0,2,"gina, win, bet, porco, youre, thats, pig, take, going, plane",0.40847932436863327,6
811,Wait! The prizes stay here!,27,5,positive,0.555,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.4114323978782838,6
812,"All right, wait for me!",23,5,neutral,0.0,2,"gina, win, bet, porco, youre, thats, pig, take, going, plane",0.4113842529199769,4
813,You eat too much!,17,4,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.3964550527820172,4
814,Cowboy!,7,1,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.25,4
815,Put em up.,10,3,neutral,0.0,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.6249206934831177,3
816,Go punch a cow!,15,4,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.6187737999280849,0
817,"Come on, Porco!",15,3,neutral,0.0,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.4074264973764299,6
818,"Get up, pig.",12,3,neutral,0.0,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.6735311607497627,3
819,Thats dirty!,12,2,negative,-0.4926,2,"gina, win, bet, porco, youre, thats, pig, take, going, plane",0.6854842639263019,2
820,Uppercut! Block!,16,2,negative,-0.5399,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.25,4
821,Yes! Yes!,9,2,positive,0.717,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.624859094217323,3
822,Yes! The Federation can take bets.,34,6,positive,0.4574,1,"end, good, old, days, tell, dont, look, beautiful, way, stop",0.44205874492547126,1
823,Somebody bring a bell!,22,4,neutral,0.0,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.6247856885406315,3
824,Cant you go faster?,19,4,neutral,0.0,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.624935867107679,3
825,No. Shell overheat.,19,3,negative,-0.296,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.6247715886833262,3
826,Pilots are all crazy!,21,4,negative,-0.4003,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.6249454860236214,0
827,Fio! Did you see that punch?,28,6,neutral,0.0,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.7176911981919317,3
828,Ill finish you in the next round.,33,7,negative,-0.4215,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.55359768532736,0
829,Ill make sure,13,3,negative,-0.128,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.7160159427307172,3
830,- I take you out.,17,4,neutral,0.0,2,"gina, win, bet, porco, youre, thats, pig, take, going, plane",0.6249460991159745,2
831,"Im gonna flatten you, pig.",26,5,neutral,0.0,2,"gina, win, bet, porco, youre, thats, pig, take, going, plane",0.6203146639817728,2
832,"Come on, pretty boy!",20,4,positive,0.5411,1,"end, good, old, days, tell, dont, look, beautiful, way, stop",0.549423680609789,5
833,Youre the pretty boy here!,26,5,positive,0.5411,1,"end, good, old, days, tell, dont, look, beautiful, way, stop",0.5530771813265037,5
834,Chasing every girl you see!,27,5,neutral,0.0,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.7217526096412558,3
835,What about you?,15,3,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.25,4
836,"Whos it going to be, Fio or Gina?",33,8,neutral,0.0,2,"gina, win, bet, porco, youre, thats, pig, take, going, plane",0.39134270752586087,1
837,What was that?,14,3,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.25,4
838,You only get one!,17,4,neutral,0.0,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.6879820273149506,3
839,Gina...,7,1,neutral,0.0,2,"gina, win, bet, porco, youre, thats, pig, take, going, plane",0.6249140828561348,2
840,Miss Gina to you!,17,4,negative,-0.2244,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.4223460006090498,6
841,Ginas in love with you!,23,5,positive,0.6696,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.6854540159709269,3
842,She sits in that garden...,26,5,neutral,0.0,1,"end, good, old, days, tell, dont, look, beautiful, way, stop",0.6247242268620531,5
843,and waits...,12,2,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.25,4
844,for you to come!,16,4,neutral,0.0,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.6249684300486482,3
845,- Porco!,8,1,neutral,0.0,2,"gina, win, bet, porco, youre, thats, pig, take, going, plane",0.6249753081213054,2
846,Start the count!,16,3,neutral,0.0,1,"end, good, old, days, tell, dont, look, beautiful, way, stop",0.6889277952275399,5
847,Look at him!,12,3,neutral,0.0,1,"end, good, old, days, tell, dont, look, beautiful, way, stop",0.62492882697126,5
848,The Air Force isnt here yet.,28,6,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.43607436820312245,4
849,"Trying to psyche me out, huh?",29,6,neutral,0.0,1,"end, good, old, days, tell, dont, look, beautiful, way, stop",0.624642897084213,5
