line_number,cleaned_line,char_length,word_count,sentiment,compound,dominant_topic,topic_keywords,topic_confidence,cluster
337,But how .,9,2,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.3333333333333333,4
338,"Ur means ruler in Laputan,",26,5,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.6647963285028319,2
339,"Queen Lucita, rightful heir",27,4,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.665359643604039,2
340,Out!,4,1,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.3333333333333333,4
341,Sheeta,6,1,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.666592007333669,3
342,"Pazu, are you hurt?",19,4,negative,-0.5267,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.4781792161882922,5
343,Im fine. You? Did they,22,5,positive,0.2023,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.6655924497305834,3
344,"My dear Pazu, we misjudged you.",31,6,positive,0.3818,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.48205291607753264,5
345,We didn t know how gallantly,28,6,positive,0.4404,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.6663382803143626,0
346,you protected her from the pirates.,35,6,positive,0.4404,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.722338523922553,0
347,"Sheeta, what did you...",23,4,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.666592007333669,3
348,"Pazu, I beg you,",16,4,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.7193879747816606,0
349,What!,5,1,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.3333333333333333,4
350,Sheeta will aid us in our,25,6,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.666592007333669,3
351,"I understand how you feel,",26,5,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.6655977094566425,2
352,"Is this true, Sheeta? But we...",31,6,positive,0.2263,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.6755103745859554,3
353,Im sorry for all the trouble. .,31,6,negative,-0.4588,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.6967733015918334,3
354,Ill never forget you,20,4,negative,-0.281,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.7551720483511896,2
355,I cant believe it...,20,4,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.7216280622910438,3
356,"Sheeta, we swore!",17,3,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.666592007333669,3
357,Good bye,8,2,positive,0.4404,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.722223447240299,0
358,Sheeta!,7,1,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.666592007333669,3
359,"Wait, Sheeta!",13,2,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.7225063034980629,3
360,Be reasonable. Act like a man.,30,6,positive,0.3612,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.665893174607176,0
361,Sheeta!,7,1,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.666592007333669,3
362,Heres a token of our gratitude.,31,6,positive,0.5106,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.3333333333333333,4
363,Only you can recall the words,29,6,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.6653682001333516,2
364,"If you keep your promise,",25,5,positive,0.3182,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.665831579755138,3
365,Pazu...,7,1,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.6665726928210675,0
366,Mama its Pazu! Hes back!,24,5,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.4529613393221341,5
367,Pazu,4,1,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.6665726928210675,0
368,We were so worried.,19,4,negative,-0.4341,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.3333333333333333,4
369,And the girl?,13,3,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.6661909366144442,3
370,Forget it,9,2,negative,-0.2263,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.665661823015876,2
371,Pazu!,5,1,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.6665726928210675,0
372,Let me go!,10,3,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.6662858929471022,3
373,Put a lid on it!,16,5,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.6657485404508401,2
374,"Nice place you got, kid.",24,5,positive,0.4215,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.6096592479197422,2
375,Get out!,8,2,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.6664805271139469,3
376,This is my house!,17,4,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.6655312800196211,2
377,"Oh, come of fit.",16,4,positive,0.3612,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.7219705566323579,0
378,Cant even protect a little girl...,34,6,negative,-0.2924,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.5149435352734661,3
379,Hes got gold!,13,3,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.5606366343076017,5
380,"Sold her for money, huh.",24,5,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.3333333333333333,4
